designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 66732487427023872",66732487427023872,56.707397601529955,24.30865888465666,0.5492102338432896,0.7545047165615606,-1.8356196573821157,1.0601473,18.672247,1.2103233,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4532.166,4.9863,-2.5567,1166.153,0.0079,0.0061,0.0033
"Gaia DR3 66732487427024128",66732487427024128,56.71404496834177,24.309995334584226,0.25993003508565826,-0.4661039552523908,-0.8317864001275629,1.0176959,18.852133,1.340683,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4312.7583,5.0944,-2.8375,813.4954,0.0185,0.014,0.0076
"Gaia DR3 66732487427024768",66732487427024768,56.71548495682027,24.31279411379436,0.20910947734888524,1.8340499196130695,0.029158353951967315,1.1354042,18.328535,1.0455551,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4925.6294,4.8506,-2.2881,1629.3234,0.0414,0.033,0.018
"Gaia DR3 66732491723889792",66732491723889792,56.714878842248716,24.306657064900698,1.0516860519095423,4.214702785422908,-9.37016739022992,0.9740867,15.3680725,1.2249527,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4983.7666,4.358,-0.38,892.6025,0.4381,0.3469,0.1857
"Gaia DR3 66732521786761344",66732521786761344,56.736722109689744,24.305365526461784,0.5051584465560013,6.630726804660067,-7.9241033242270476,1.0273806,17.536259,1.3489819,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5274.5005,4.0086,0.1615,3535.621,0.9524,0.7513,0.3997
"Gaia DR3 66732560443406720",66732560443406720,56.74291964614645,24.315251664045597,0.5662740383019205,2.901960694058473,-5.247231855196922,0.9296656,15.933675,1.2325573,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5626.705,4.498,-0.4849,957.329,0.9489,0.7677,0.4165
"Gaia DR3 66732629160797824",66732629160797824,56.74082524470834,24.324181831596622,1.6172656879001253,-5.034958016483992,-2.45383920026723,1.070744,20.291252,1.4904022,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732659225702016",66732659225702016,56.64433876397861,24.258087935760358,0.11818322362692815,-0.21427477667381473,-1.7086448605942592,1.1617537,19.872171,1.1420174,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732659225704832",66732659225704832,56.64685499006788,24.268404352317347,0.9190414617281636,-0.08288343928272668,-8.568328434593745,1.0086752,19.410849,1.8706474,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732663520786816",66732663520786816,56.65323307365064,24.265977703280427,-0.5117897137550003,1.9798675913462074,-1.7137423083901155,1.076296,20.517874,0.9781151,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732663522589440",66732663522589440,56.65163836135071,24.266648591809,0.7737924421475971,3.4699274362196766,-4.429475322054274,0.9741988,16.542463,1.2245197,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5007.5054,4.6574,-0.5941,922.2345,0.4452,0.3528,0.1887
"Gaia DR3 66732693585444608",66732693585444608,56.657882548987914,24.273121031015805,0.12223171682667941,0.7171738971372622,-0.04729617443834991,1.0454224,17.152056,1.0689011,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5137.846,4.7807,-2.3424,1127.4866,0.1305,0.1055,0.0578
"Gaia DR3 66732697880625536",66732697880625536,56.65942364016186,24.282220866914827,0.22404716518126885,4.294751225574774,0.3868881760055189,1.1179976,20.4488,1.9474545,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732727945184384",66732727945184384,56.63558585098257,24.27869980381268,-0.19671877455647874,0.3185638045009165,-0.43909691439942405,1.0087768,18.735273,1.1802235,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4730.2266,4.9397,-2.248,1529.047,0.0072,0.0056,0.0031
"Gaia DR3 66732732240013696",66732732240013696,56.64279906210488,24.27672411394044,0.35148145746061576,0.838419582226082,-1.6703198761349016,1.1755795,20.42998,0.8963642,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732732240363264",66732732240363264,56.62944297546883,24.270658134386075,,,,,20.90293,-1.3299465,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732732242065792",66732732242065792,56.634601775642885,24.281866718683972,0.7832700681591255,-1.0730200719219265,3.7308027758618643,1.0181264,14.479829,1.1239443,-20.458015,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5587.649,4.099,-0.5961,1145.0679,0.6479,0.5277,0.2852
"Gaia DR3 66732762304926592",66732762304926592,56.64437993480412,24.29183408097161,0.9253673115890078,4.546286554273938,-8.658613088504879,1.0492641,18.00453,1.8474483,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3697.306,4.4392,-1.5389,580.5884,0.0736,0.0523,0.0282
"Gaia DR3 66732800959842176",66732800959842176,56.66662927712724,24.29360247442766,1.255645760321161,3.1600689223163645,-11.118108454976097,1.0021441,20.750254,2.0597172,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732865384140928",66732865384140928,56.658556551682445,24.290567294646177,1.2054585322060174,33.05005733666269,-16.063172250900223,0.9574936,18.378933,2.3367538,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3596.8198,4.5134,-0.8047,581.2322,0.8479,0.573,0.336
"Gaia DR3 66732865384142336",66732865384142336,56.658012464831444,24.29550150418748,0.1137048362819403,0.8161768463779338,-2.9721353051802066,1.0239317,18.899954,1.3808556,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4415.5977,4.8961,-2.0537,1354.2233,0.0153,0.0117,0.0063
"Gaia DR3 66732904038960128",66732904038960128,56.66477301941326,24.312417874767824,,,,,20.87447,1.9455528,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66732904040753920",66732904040753920,56.65831746190883,24.3079630652012,0.21698894079936218,0.28528981932472086,-6.999739330997424,0.95547396,18.010466,1.2113037,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4672.112,4.8842,-1.7639,1165.3351,0.0659,0.0519,0.0281
"Gaia DR3 66732934103617920",66732934103617920,56.62717488690935,24.291307368491214,0.26048421076917455,13.936595779726435,-15.621733193312744,0.971115,17.987394,1.119791,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4974.776,4.8357,-2.7983,1381.5892,0.242,0.1936,0.1059
"Gaia DR3 66732938400331392",66732938400331392,56.6195501180816,24.287168300464327,0.2373563224029576,2.593223408365191,-3.4229946857083187,1.0614892,18.367563,1.1831398,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4743.4287,4.9141,-2.2039,1349.5632,0.0277,0.0218,0.0119
"Gaia DR3 66732968463357568",66732968463357568,56.63638075429538,24.298321803783534,-0.7924278350059869,0.6821112473944458,-0.42150322143332114,0.90692985,19.832403,0.9995899,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733002823094784",66733002823094784,56.61827296776611,24.291675286719776,-0.5682211898774311,0.6359034200813894,-1.0838973814744128,0.9790125,19.601782,1.2064342,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733007119808000",66733007119808000,56.61734092526298,24.298019853647332,1.0153380511012513,2.0707390606542417,-0.9091687948418999,1.0062735,16.152895,1.2592163,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5078.4136,4.6167,-0.4579,798.9875,0.5923,0.4696,0.2522
"Gaia DR3 66733037182838144",66733037182838144,56.6226596297437,24.3118215170251,2.1860760558838512,6.049091802550874,0.6275698601875762,1.0390077,19.810303,2.5362148,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733041476993664",66733041476993664,56.62512941006559,24.30524001588579,-0.7080056022146388,15.59834566099302,-8.13512340177924,1.3937584,20.039667,2.1441727,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733041478470912",66733041478470912,56.630448177257165,24.30691351107468,,,,,20.79697,0.8698044,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733041479545600",66733041479545600,56.626007057605094,24.31163267871444,0.26879331929637823,-0.13420217029201018,0.33158651557054847,1.1486318,15.4974785,0.92401314,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6436.963,4.2442,-0.7144,1740.6825,0.7259,0.6166,0.3362
"Gaia DR3 66733041479545984",66733041479545984,56.62837831019895,24.30209679101708,0.3209496138726468,0.7568539114695227,-0.7010672617837492,1.0105761,16.771673,1.1404133,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5133.183,4.6838,-0.9753,1035.0822,0.3842,0.3091,0.1676
"Gaia DR3 66733075837651840",66733075837651840,56.648497246789994,24.305602434686325,-2.7226632507106827,0.6426993439512476,-2.9057717283776285,0.9522459,20.525135,1.5487537,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733075839446400",66733075839446400,56.64439983241711,24.304897463311562,0.3341758176243914,-5.931597548346232,-4.698484105887157,1.0303723,19.68155,2.1405697,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733144558760320",66733144558760320,56.6320273103222,24.3236510131645,2.169631208442688,5.559676444979622,-14.212599499029766,1.0491395,13.245388,1.0321293,-9.202265,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5291.1704,4.273,-0.9853,448.371,0.2816,0.23,0.1249
"Gaia DR3 66733178915942272",66733178915942272,56.64334711015551,24.33462746539899,0.959208821132014,-0.8019898909538805,-2.736253881372871,1.0298709,20.030151,2.2015991,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733178918498432",66733178918498432,56.643675725028395,24.328076204653847,0.5110883878180973,5.255965083855082,-4.246963252280781,1.0252451,15.924109,1.0073652,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5753.1484,4.5251,-0.7718,1106.4972,0.5147,0.4268,0.2322
"Gaia DR3 66733243341913088",66733243341913088,56.70658202287276,24.318172295686637,0.4393563153651951,0.7263355376319672,-7.8792806246177935,1.0445262,20.083265,2.1672745,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733247636443648",66733247636443648,56.69815235832114,24.317701478853326,-0.4857321681810636,-2.167150204701311,1.6369202747775362,1.0569324,20.657108,0.9393387,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733277701007744",66733277701007744,56.68109050929677,24.310583810147996,-0.01952455061781231,-2.7943086120724083,-4.672167680913621,0.9780946,18.876501,1.6613235,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3728.2605,5.0049,-1.1484,604.3551,0.0043,0.003,0.0016
"Gaia DR3 66733277701008000",66733277701008000,56.67594752540309,24.319519235559042,0.8741148489008084,1.827358955886508,-13.26040576194831,0.9667657,18.433983,2.2981014,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3552.4214,4.42,-1.0993,559.7787,0.9593,0.6538,0.3622
"Gaia DR3 66733281997873792",66733281997873792,56.68407748592598,24.31273491116711,3.44302711927705,1.969637674257658,-17.560456909238866,1.0621662,10.444639,0.62075424,25.769253,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6735.2524,4.1191,-0.2181,292.5248,0.2242,0.1965,0.106
"Gaia DR3 66733316357609856",66733316357609856,56.693280291654744,24.32462413444053,0.8175334933983882,14.764363081006177,-6.261139468933511,0.8925069,17.440002,1.428608,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4223.095,4.8519,-1.1803,680.7091,0.0725,0.0542,0.029
"Gaia DR3 66733316357610752",66733316357610752,56.68498459951418,24.321262246742908,-0.5340639548286887,-4.953172304921203,-0.8186132723496192,1.5071386,19.0534,1.6452599,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733346420484992",66733346420484992,56.70825941383957,24.320243900257243,1.1712304063321848,-8.631465125101366,-0.6163971020334219,1.0702207,17.887896,1.8375683,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3715.0764,4.435,-1.3282,659.8781,0.196,0.1392,0.0751
"Gaia DR3 66733350715299968",66733350715299968,56.70802349978778,24.33031233364386,0.3577495536491363,1.0496473766889385,-7.92356949002219,0.97477895,20.181822,2.1041412,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733350717389056",66733350717389056,56.71122036893151,24.323296261010196,1.136156933588264,-0.7808389992940257,-1.661430635888645,1.1273979,20.371616,1.3211994,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733380780226048",66733380780226048,56.719556334406775,24.332307760151075,0.14722923202131002,0.4757884497029616,0.6278249244150929,0.8867546,18.112823,1.1529369,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4641.251,4.9016,-1.8038,1177.3412,0.0328,0.0256,0.0139
"Gaia DR3 66733419435036544",66733419435036544,56.70126851398514,24.340914140272577,-0.06311319128810994,3.453965671525421,0.6825670140964002,1.0720176,20.632048,1.5609856,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733552578791296",66733552578791296,56.655542236671856,24.34333893209654,7.4103373667151455,22.38024379037781,-45.51618836763191,3.3418243,12.441148,1.3932905,6.8652053,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 66733552578918784",66733552578918784,56.663789180841924,24.336193583885713,0.9939631624463195,-1.8778014239173468,-7.509360645223069,1.0120893,18.294916,1.8390846,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3877.987,4.9149,-1.4507,560.8535,0.0781,0.0563,0.0304
"Gaia DR3 66733556873061120",66733556873061120,56.65527358642529,24.343309000534717,7.289904593804694,16.380963499412466,-44.761625703547836,3.551547,12.744133,,4.0825453,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733586938660864",66733586938660864,56.667044185911244,24.34803898916024,0.2515301515011501,1.1771539549327912,-2.838791674234702,1.0457394,17.207172,1.3318863,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4538.8486,4.7945,-1.0998,820.5746,0.1985,0.1532,0.0822
"Gaia DR3 66733591235356288",66733591235356288,56.66603209316823,24.351391151038396,2.5679723018459257,8.94714512071413,-16.559930372871534,1.0277691,13.016461,1.0392275,36.291325,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5699.559,4.3567,-0.1872,373.8116,0.5402,0.4446,0.2392
"Gaia DR3 66733621298268160",66733621298268160,56.69029270640439,24.341559167541362,1.6958516620722126,6.794232827888422,-9.865490229250668,1.493009,12.580366,1.0993557,4.112502,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5809.6777,4.0736,0.0368,574.2445,0.6242,0.5145,0.2762
"Gaia DR3 66733625595253888",66733625595253888,56.689832233384514,24.34185544804527,1.6426923868578156,6.699417457056889,-9.805243433545678,2.7237706,13.39611,,28.970081,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733758737341952",66733758737341952,56.77589819793605,24.301378232630636,-0.4828098246154487,1.3171539379272665,-1.2214065070282771,1.2191559,19.167782,1.134594,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733763032414720",66733763032414720,56.771089569296265,24.30321629204302,-1.9831130254184748,1.7183183426962794,0.8821422645989251,1.1096703,20.505402,1.3127441,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66733763034206592",66733763034206592,56.7759543434765,24.30344411129521,1.1574517020614088,3.9521915725869947,-11.802989546491238,1.0931597,15.385653,1.1924953,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5321.487,4.5142,-0.1183,755.8292,0.613,0.4918,0.2628
"Gaia DR3 66780183040118144",66780183040118144,56.62311107780618,24.34564399259951,,,,,20.766918,1.9748402,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66779938225709312",66779938225709312,56.59833568215018,24.306148184401433,0.7755520845768785,16.644673800439328,-28.252908886722185,1.0536413,19.334784,2.5685997,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66779942521342720",66779942521342720,56.60669589713738,24.308801721855804,,,,,21.244099,0.8833027,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66779976880625920",66779976880625920,56.61002057339454,24.316879963220273,,,,,21.010675,1.295969,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780011240819328",66780011240819328,56.59029600508067,24.309117413276272,,,,,21.081295,0.8276062,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780011241894912",66780011241894912,56.589375411243275,24.32301474587953,0.4452396625506606,1.1318201137697927,-3.5663679930074306,1.113274,17.267838,1.1770382,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4699.7246,4.6018,-2.09,1162.486,0.0334,0.0264,0.0143
"Gaia DR3 66780011241895168",66780011241895168,56.58617723811329,24.318040200065937,0.2095885298348732,0.1188659877266327,-2.6863660022304208,0.9738623,14.484452,1.4672995,-29.278975,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4953.5464,2.8379,-0.4529,3122.8145,0.963,0.7451,0.3982
"Gaia DR3 66780041304928640",66780041304928640,56.593368968043706,24.3285753163267,1.071315299149582,-0.16751905732319516,-0.12330391890426888,0.91415715,19.32084,1.5853767,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780041305287424",66780041305287424,56.60400277795213,24.332946547625973,1.7150492206843133,12.092596064148644,2.5560313480323025,0.93047136,19.578838,2.7591877,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780045599601536",66780045599601536,56.60462338602318,24.328032535179954,1.1916957899885237,-0.1899595698070502,-2.7978779847422968,1.0278218,20.540241,1.5642147,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780045602420224",66780045602420224,56.60328430877496,24.33157460262299,,,,,21.40003,2.045473,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780075664666240",66780075664666240,56.62755894518604,24.323408515041695,0.6655630495363681,1.9378996848376142,-5.963641186458955,1.0021476,16.788458,1.3958111,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4699.4897,4.6874,-0.5206,806.2484,0.5483,0.4228,0.2253
"Gaia DR3 66780110024408576",66780110024408576,56.63898124853104,24.342494698209293,,,,,18.917906,0.99121475,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780114321109248",66780114321109248,56.63112900461022,24.33336097981842,1.877349779620004,-8.861000273734673,-11.750662955465035,1.0943029,13.078573,0.9588566,-22.13554,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6215.0127,4.2529,-0.8871,523.951,0.704,0.5933,0.3241
"Gaia DR3 66780144384145920",66780144384145920,56.61803040197915,24.338278489850328,-0.8761749770212219,3.2777562920566172,-0.04254884727109136,1.0721521,20.400887,1.1882114,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780213103620352",66780213103620352,56.576360823678534,24.32826248764201,1.1014885642548804,-1.4311148162625167,-6.667743200687022,0.98096645,20.069103,1.4414101,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780217398401664",66780217398401664,56.575880886212985,24.327674841644733,0.9987949941050194,1.8969951344109308,-2.64311097461823,0.9298268,20.179781,0.7828064,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780217400324992",66780217400324992,56.57870902604909,24.333711076841,0.733275058117046,1.5195426218758237,-0.627436043175988,1.0344769,13.249757,1.3366089,1.9506282,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 66780316182842496",66780316182842496,56.58341114024899,24.354084444676495,-0.07126978631187338,0.10430510398205171,-0.594520380428371,1.0797113,18.59426,1.0465279,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5038.691,4.7952,-2.0358,2205.9165,0.0057,0.0046,0.0025
"Gaia DR3 66780350542579072",66780350542579072,56.59608527456096,24.34794574686851,-0.38325319251959844,0.8146042671065906,-0.72457206413955,0.95880306,19.717094,0.8705692,,"VARIABLE",0,false,false,false,true,false,false,false,,,,,,,
"Gaia DR3 66780350543737472",66780350543737472,56.59641107680306,24.34322775081049,,,,,20.900997,1.9003658,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780453621663360",66780453621663360,56.60074264193919,24.36101148704941,,,,,12.957196,1.2265701,-20.853434,"NOT_AVAILABLE",0,true,true,false,false,false,false,false,,,,,,,
"Gaia DR3 66780457918492416",66780457918492416,56.600451947734825,24.361115465897857,,,,,13.362388,,-22.265993,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780487981533696",66780487981533696,56.63814962562457,24.350698394193177,0.018742088181012473,3.746484499836725,-1.6326735213477839,1.027938,18.57735,1.1875668,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4561.8457,4.905,-1.6635,1364.6063,0.0028,0.0022,0.0012
"Gaia DR3 66780487982169472",66780487982169472,56.64403084475567,24.35585942182315,1.2481261128834262,-0.9639448804343846,-17.704565900148793,1.0102075,19.745888,2.35153,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780492276703104",66780492276703104,56.652622114897625,24.346923216446342,1.0753551648062818,9.582748702208502,-12.219807968877957,1.1081815,20.575153,1.253746,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66780492278229376",66780492278229376,56.65406027693203,24.34804957237242,0.9574847377899185,11.692327539739688,0.6455986066115815,1.0157136,18.139359,1.6991272,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3837.2693,4.8973,-0.8228,653.4398,0.0104,0.0075,0.004
"Gaia DR3 66780492278229760",66780492278229760,56.645889623458686,24.348006367961233,0.49257183023627715,5.236373851423165,0.6759448332198016,0.96706253,16.984432,1.1947384,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4848.4473,4.6919,-0.7653,1039.8293,0.2199,0.1741,0.0936
"Gaia DR3 66780492278389248",66780492278389248,56.64869692007926,24.346698853475264,0.5234379960197513,-0.7276159674967266,-1.2103104137045149,1.0149782,16.75704,1.1295643,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4808.67,4.4863,-0.8203,1348.7885,0.0416,0.0329,0.0176
"Gaia DR3 66781037737344128",66781037737344128,56.55749761922712,24.340551025390635,0.7241847828407962,2.1560441904769956,-4.154026813098615,0.9874269,18.13256,1.0509968,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5156.3486,4.7982,-3.339,1532.2728,0.4781,0.3841,0.212
"Gaia DR3 66781037737348096",66781037737348096,56.554088779911396,24.35415186705504,1.7793687372369609,3.177954077668006,-8.069609573579385,0.97964615,19.64836,2.2535992,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66781110751599104",66781110751599104,56.55050573794785,24.35339001574338,0.38269162717241584,4.073248150568708,0.37312101073205794,0.93944687,20.372667,2.065548,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 66781110753685120",66781110753685120,56.549756497162356,24.353249987931658,0.30137145718239533,1.442871018224107,-0.6065144767524933,1.0371782,17.830307,1.1336918,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4814.2407,4.8934,-2.1241,1170.2047,0.0153,0.0121,0.0066
"Gaia DR3 66781175176936960",66781175176936960,56.579947317374625,24.36048086113424,2.344821413650586,2.770527449657754,-1.8273489759423067,0.96544003,19.564667,3.2247562,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65201005168202368",65201005168202368,56.68813487849803,23.877798332516512,4.801705522218206,3.8407265080159254,-21.05727647755993,1.1842877,17.968317,3.0118637,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3269.9216,4.91,0.0242,233.5651,1.049,0.6514,0.4405
"Gaia DR3 65203204191459456",65203204191459456,56.51023568979097,23.879279591153864,0.4123150194550017,0.8257896271420843,1.0867772762374286,1.0844274,19.5759,1.5950756,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203689524583296",65203689524583296,56.60967596822456,23.873567153258534,2.298766105680289,3.3935119899488364,-2.994404657706789,0.92932546,20.848022,0.91480637,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203723882387200",65203723882387200,56.592784885931124,23.873915523301573,7.253132457306032,19.516327149760084,-43.35612502686474,1.1749626,19.485819,3.224657,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203723882389120",65203723882389120,56.58941532342361,23.867625735710185,0.5662642041338115,-1.9743324073464197,-1.2570614345997226,1.0147479,20.475794,1.2564602,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203758244032512",65203758244032512,56.59257354759629,23.87793117845342,7.1116603531842495,19.385201134094537,-43.29755614690463,1.1299676,16.309023,3.1592731,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3365.8635,4.7414,0.1301,134.4386,1.6427,1.0174,0.6901
"Gaia DR3 65203758244484480",65203758244484480,56.60155966415932,23.87738256155591,0.5673252498860567,3.65963450323303,-1.7625759278247806,0.9923154,14.719398,1.4762726,-1.1068487,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5235.4136,3.6159,-0.4344,1309.4137,1.2346,0.9637,0.5186
"Gaia DR3 65203861321332992",65203861321332992,56.6323447829733,23.869789724475293,,,,,18.078053,1.2091942,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203861323189632",65203861323189632,56.62683667411982,23.868412963396892,0.3510184531414292,1.9016925491884487,-0.07720231858352221,1.072667,16.875042,1.1760826,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5040.5835,4.6404,-2.472,1060.6447,0.3686,0.295,0.1619
"Gaia DR3 65203964400947712",65203964400947712,56.67985599700122,23.885381600099077,0.9164723350277377,-1.1601059697342286,-1.2169233737303065,1.0961553,20.580963,0.83929634,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203964401370624",65203964401370624,56.682876100417566,23.892993831143425,,,,,21.05162,1.6004848,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65203964402401024",65203964402401024,56.68756098027118,23.887583551895,1.2703506948635692,4.572913256294186,-10.005445436293853,1.097626,16.634134,1.6411371,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4580.3325,4.6217,0.4299,762.33,0.8168,0.6088,0.319
