designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 65278284516464256",65278284516464256,56.48252089796876,24.245263589833517,0.17636001807403578,0.06697599228789056,1.1364867863181696,0.9796328,18.780922,1.1803017,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4659.54,4.9138,-1.8758,1581.4916,0.0181,0.0142,0.0077
"Gaia DR3 65278284516559488",65278284516559488,56.49477484142495,24.2416879762736,,,,,21.279398,1.8896046,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278318873895552",65278318873895552,56.50124055163109,24.248659233554406,0.8093540420448899,-2.139827153134992,-6.150918032036716,1.0683281,19.788721,1.9891853,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278318874964480",65278318874964480,56.49486790382102,24.253315966913537,0.8203302868906979,6.854374035549776,-2.4126439085988602,1.0398809,20.786366,1.6435108,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278318875078656",65278318875078656,56.50544560975925,24.26005044773426,0.6292141525252418,-0.0030153432617901488,0.3711162717474804,0.9164145,20.708815,1.3776588,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278318876103424",65278318876103424,56.50314250250257,24.25433372815105,0.31091942383129545,0.9881317323341583,-2.9841939760114884,1.0539993,17.565254,1.0378265,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4990.2466,4.8129,-1.7762,1297.8293,0.0845,0.0682,0.037
"Gaia DR3 65278353235842176",65278353235842176,56.47932084764311,24.262768893755265,0.3084252070383373,-0.3441035604360097,-1.914301934430871,1.0897702,16.191946,0.887846,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5880.509,4.5687,-1.4709,1249.5032,0.3638,0.3058,0.1678
"Gaia DR3 65278353236392320",65278353236392320,56.47725536547891,24.252646986220935,0.37536228331561566,-0.4975879736267689,-1.3196374760932956,1.3994882,10.440965,2.874361,34.573257,"VARIABLE",0,true,true,false,true,false,true,true,3623.4465,0.3736,0.4425,8181.9097,1.2705,0.8069,0.4977
"Gaia DR3 65278387595579776",65278387595579776,56.497326269791046,24.26084913143592,0.42139603526921293,-2.5421848005717638,-2.7425263055903923,0.90125096,19.072046,1.6153889,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278387595677696",65278387595677696,56.49073810284947,24.260811790197153,3.068178476701258,-16.52575730235904,-18.813665143920097,0.9953797,17.146551,2.3066902,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3688.0073,4.8055,-0.3347,308.3248,0.9929,0.6717,0.3934
"Gaia DR3 65278417659194880",65278417659194880,56.510574442922355,24.26059918224593,0.8487867239480547,-2.3574725106525936,-1.3470446610397968,0.99206495,20.419289,0.85821533,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278421954813312",65278421954813312,56.50812773160395,24.263355937224812,,,,,21.190046,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278421955317120",65278421955317120,56.512780681637324,24.26451568868192,1.2681288454340842,4.493855489850084,-14.597962912019518,1.0358373,15.010264,1.2321568,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5513.346,4.434,-0.0994,707.0605,0.8584,0.6905,0.3706
"Gaia DR3 65278456312833920",65278456312833920,56.52243404801924,24.28001933452369,0.9725145737291611,4.6339311446598135,-8.16961808183983,1.0493219,20.327394,1.9230461,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278456313694592",65278456313694592,56.52267705781242,24.279411367332884,2.4838355703837736,4.481511433707894,-8.852491001904642,1.0973499,20.460379,2.0330315,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278490674792448",65278490674792448,56.5078517095747,24.276335160835597,0.7700718917414482,3.8063516453280513,6.978828945546592,1.014813,19.254053,2.5072403,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278628111523200",65278628111523200,56.54256055419628,24.27478028840687,0.6883371232160179,-0.2139084334857344,-0.9288108804197548,1.0239354,19.540262,1.4315815,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278658177384960",65278658177384960,56.566148323507726,24.28576939004538,0.3982443422745425,2.5530994915897005,-2.1421656125218127,1.0173235,19.566319,1.8598938,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278662471255808",65278662471255808,56.55779074854325,24.294631477095265,0.45501738317544477,0.9263814365574142,-0.623763209248988,1.0353962,17.24351,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278662473480192",65278662473480192,56.55787530739291,24.294129777440812,0.37114651298293055,4.930907810014236,-2.050826967776098,0.92377687,16.881506,1.1875839,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5116.0557,4.7406,-1.5882,918.3347,0.4959,0.3975,0.2169
"Gaia DR3 65278662473481088",65278662473481088,56.561313386628015,24.279491807994315,0.18035939492963904,0.006870257728231344,0.13417238420813465,1.0110128,16.686419,0.8411541,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5627.487,4.599,-1.9344,1534.016,0.0799,0.0671,0.0368
"Gaia DR3 65278692537126144",65278692537126144,56.58310455198784,24.28888455852405,0.2639640756838139,1.246666822950649,-3.5760670473771645,0.98534817,17.522774,1.1053181,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5109.1904,4.7898,-2.4123,1240.1526,0.3134,0.2527,0.1385
"Gaia DR3 65278696830995584",65278696830995584,56.580558740405166,24.27995153810292,2.127916239426015,-4.355500604232491,-5.43664277085286,1.1122007,18.395544,2.689455,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3411.1462,4.872,-0.1144,365.0495,0.9404,0.6047,0.3882
"Gaia DR3 65278696833218944",65278696833218944,56.5791505356721,24.28074735101514,1.650345083334563,-3.9224670643035506,-6.037023709389781,0.99078906,14.213784,1.2535686,12.3693285,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5230.3403,4.3388,-0.185,581.6724,0.6939,0.5526,0.2958
"Gaia DR3 65278726896866560",65278726896866560,56.59375233119123,24.294113496116818,0.3616037870504197,0.3548466659803385,-0.8613901891920756,0.9572945,19.207634,0.9824753,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278726896870272",65278726896870272,56.587492854186515,24.298023440203966,0.10586247906568699,1.180191992872935,0.4891400359574306,1.0820276,17.814962,1.0917435,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5122.722,4.793,-2.3382,1512.7457,0.168,0.1362,0.0746
"Gaia DR3 65278726896871680",65278726896871680,56.597616636169285,24.298093864827674,0.7669910160668111,-0.3886846791009639,-0.5817420764205568,0.9448631,17.237904,1.5190086,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4355.3335,4.2854,-0.4051,1479.604,0.376,0.282,0.1497
"Gaia DR3 65278731192953984",65278731192953984,56.59715229766148,24.299932387700554,1.0403997096865956,-0.28747063350812113,-0.55052255532921,1.0447505,17.49621,1.8557568,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4311.0425,4.6572,-0.0118,771.6467,1.0045,0.7247,0.3892
"Gaia DR3 65278795616353280",65278795616353280,56.58703448617289,24.305084976038835,-0.1711072831177088,5.869227522920137,-3.1746370877744283,1.1072805,19.875872,0.93403625,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278864335821568",65278864335821568,56.550694347445315,24.295244429288505,0.2896674017943194,-0.9649705231698034,-1.033240172200733,1.0339245,17.989332,1.0689335,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4772.752,4.9211,-3.8783,1167.9565,0.0131,0.0103,0.0057
"Gaia DR3 65278898695560448",65278898695560448,56.52957493194677,24.295752924006873,0.9783807828689284,1.271538739352483,-1.4733493452504403,1.0035481,18.350063,1.8100567,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3638.67,4.4807,-1.3862,553.582,0.3523,0.2468,0.134
"Gaia DR3 65278933055305856",65278933055305856,56.541725616625506,24.30402002910154,0.5342066997197461,0.6793753936761726,-0.563680773055349,1.0039456,19.305954,1.0672722,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279001774788224",65279001774788224,56.56532027998423,24.310656058337567,0.07080424630949808,0.4740259793586964,-1.048341603147999,1.0568764,19.205713,1.1604652,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279006069457280",65279006069457280,56.56986908078864,24.311300229759965,-0.22547654724532468,-2.1548285921956207,-0.6397624724306636,0.8246671,20.422653,1.0674458,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279006069457792",65279006069457792,56.57204806286932,24.311120741174804,0.6272892930640045,-0.1643971167538918,-5.270224553558311,1.0159643,20.452192,1.7638626,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279006070861056",65279006070861056,56.56061613320773,24.314732951730516,0.3422357134285481,8.14533690088928,-2.358159798034672,0.96456575,16.275383,1.1310587,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5776.5264,4.5259,-0.9113,1177.8694,0.7667,0.6284,0.3423
"Gaia DR3 65279036134529920",65279036134529920,56.54677598098636,24.314211950292393,0.1758856504435618,-0.2357321251757746,0.6608902192331242,0.9780137,18.263525,1.2866611,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4441.5674,4.8911,-1.5384,1085.4021,0.0603,0.0463,0.025
"Gaia DR3 65279074789407616",65279074789407616,56.5529069435379,24.328726929181105,,,,,21.049934,2.8393326,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279109149145728",65279109149145728,56.463674879547206,24.269343055999403,,,,,20.915571,1.5624008,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279139213715072",65279139213715072,56.482330691992786,24.2761816528784,0.3074158473233056,2.244848722383991,-3.8358631395452245,0.9877374,16.420189,1.0844631,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5141.0967,4.3601,-1.594,1472.1766,0.2288,0.1848,0.1006
"Gaia DR3 65279139215421696",65279139215421696,56.4812640614604,24.276351672957666,0.15499737980855588,1.3394805257851359,-1.1932812039488336,1.0087732,17.964605,1.0941029,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4894.112,4.8533,-2.3857,1320.1046,0.1008,0.0805,0.0437
"Gaia DR3 65279143507612288",65279143507612288,56.476845890260435,24.275404198796732,1.1743506400843078,6.499171248621321,-3.2038282894359496,1.0199605,19.731913,2.2248287,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279173573455104",65279173573455104,56.46611138487337,24.278446377178252,-0.03778913055636221,0.8947857679556082,-1.5734509407643877,0.97903097,18.951838,1.1190605,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4410.8394,5.0659,-2.8532,1026.9358,0.0043,0.0033,0.0018
"Gaia DR3 65279173573458176",65279173573458176,56.45624314542107,24.281168687290997,0.9440180335703346,1.2838076092001314,-4.921742693246585,0.9831751,19.424904,1.7836761,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279177868153216",65279177868153216,56.455116067541354,24.278070041527894,-0.9667652803194835,-0.3096534028713302,-0.4063499741041377,1.0456872,20.17257,1.0239067,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279177869562112",65279177869562112,56.45897585390218,24.28100483456153,0.6524081119152596,4.251381799333074,-4.015192793718225,0.9836078,16.767994,1.1683216,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5222.765,4.7509,-1.5317,925.7294,0.539,0.4341,0.237
"Gaia DR3 65279207933196032",65279207933196032,56.46884824214685,24.28131407587687,0.20701436426326703,1.1033328994434917,-0.9078867030548088,0.9691818,18.617142,1.1320019,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4822.3823,4.9086,-2.1675,1687.8451,0.0082,0.0066,0.0036
"Gaia DR3 65279207933199488",65279207933199488,56.473788605188304,24.28678792567527,0.21054615091350584,1.5413336391730488,-0.8758267600506828,0.9222189,19.82303,0.8307457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279212228386944",65279212228386944,56.469290045282236,24.28749911892996,,,,,21.09363,1.1819038,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279242292934016",65279242292934016,56.49492703928992,24.28108514527929,0.7940032290225402,6.555990235767711,-3.0954831361651705,0.98888797,18.32106,1.519165,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4020.888,4.9169,-1.4451,707.5769,0.023,0.0168,0.009
"Gaia DR3 65279246587676544",65279246587676544,56.49049690622947,24.284709622515233,-0.49657858234679975,2.3960695978292437,-1.521541220229808,0.97260123,20.291,1.4516678,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279246589036288",65279246589036288,56.492197967846394,24.287569270513846,0.9851282963368736,10.307442061397207,-5.136608222732231,1.1109086,16.629898,1.7748404,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4401.0093,4.4062,-0.1367,828.0176,0.958,0.7023,0.3742
"Gaia DR3 65279311012424192",65279311012424192,56.48004922147531,24.299320935510178,0.2980509684403228,1.9482069082041933,0.7216796859117939,0.94777787,17.852343,1.1339245,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4652.008,4.7684,-2.3338,1129.2279,0.0654,0.051,0.0277
"Gaia DR3 65279315307103872",65279315307103872,56.47125461788108,24.29605507068082,0.5461644895426027,3.64999723100159,-5.16138599827846,0.9795738,19.987762,1.1387215,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279384026582528",65279384026582528,56.441855638633996,24.286608855393872,2.8436828904609,3.6146118740457793,-1.7743609018005042,1.0471069,20.592653,1.8104439,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279418386318336",65279418386318336,56.45881228408647,24.30545203462468,2.7730078070412443,11.011159593008934,-5.5106141625947656,1.0107188,20.59641,1.3749943,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279418386409472",65279418386409472,56.460513186674724,24.296011749287413,0.48047528885434204,3.351034478326853,2.7300197423934467,1.0695556,20.263819,1.894947,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279418387728896",65279418387728896,56.46397086946799,24.29548137554541,7.4136347632428805,18.663634706590376,-44.18651883515772,1.1398214,16.784777,2.992241,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3289.921,4.891,0.0499,135.1073,1.2664,0.7848,0.5312
"Gaia DR3 65279448453031168",65279448453031168,56.42786423318159,24.297437388374906,0.9665062161106494,2.119478645525119,-4.7775164135077315,0.9939376,17.664803,1.8127289,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3735.6956,4.2266,-1.921,529.6727,0.2693,0.1917,0.1036
"Gaia DR3 65279452745257728",65279452745257728,56.437097265794186,24.2950730064866,-0.3635613304868099,0.9576770831241819,-0.7620098831247928,1.0214901,19.029232,1.057064,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279624546155264",65279624546155264,56.46927918977633,24.32868012852843,0.021445870822299255,0.9752097829277807,-0.9425824354978605,1.0085816,17.384323,1.1947517,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4658.829,4.632,-2.0813,1167.2053,0.0087,0.0068,0.0037
"Gaia DR3 65279624546155776",65279624546155776,56.465340384174155,24.324209763093904,0.8775254069678452,5.92475926182713,3.6068835150072878,1.0622393,16.01851,1.3778143,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5428.534,4.5465,-0.4633,790.4573,1.1909,0.9416,0.5077
"Gaia DR3 65279624546155904",65279624546155904,56.463339635819075,24.32411987970934,0.31033439524895146,2.5930150434223496,-3.9128604491253394,1.0006958,15.060014,1.4030733,34.90261,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5076.479,3.477,-0.3108,1878.5676,0.976,0.7641,0.4112
"Gaia DR3 65279658904028416",65279658904028416,56.518266245734324,24.30183258207836,0.6891312053225425,2.5997975209421154,-8.960174378799284,1.1216977,20.090849,1.6292305,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279688969561600",65279688969561600,56.52760617055536,24.31785238022098,0.016812503585313332,1.022035186410122,-10.106185984684593,1.0091766,19.841745,1.9235592,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279693265630848",65279693265630848,56.53108775936989,24.313384627629834,0.9833465272258785,-5.363705082966904,1.3812260027023604,1.0372854,14.166661,0.9801464,-36.083054,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6565.8584,4.196,-0.5726,953.6802,0.9298,0.788,0.4287
"Gaia DR3 65279723329294976",65279723329294976,56.50735631351108,24.311960799952054,-0.1172023744382111,-0.562399730292044,0.2940829991104311,1.0890622,20.006699,1.1977615,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279723330978304",65279723330978304,56.5124268928497,24.315743660250543,2.366677510938603,-11.69237579300285,-10.426386269736456,1.0620238,20.18035,1.9185772,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279757690716800",65279757690716800,56.513864393814636,24.335971206316017,,,,,20.989662,1.553503,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279761982880896",65279761982880896,56.50774252537324,24.325946150646036,0.17629873090892575,1.2974393770766341,-0.8962551990599404,0.96573234,18.805151,1.0601158,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4667.264,4.9109,-1.8325,1615.9003,0.0044,0.0035,0.0019
"Gaia DR3 65279761982882688",65279761982882688,56.506432894471935,24.324364668579648,1.338623202220323,1.33091131931432,-0.6128052147469087,1.0245216,20.021875,1.4938717,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65279761984175104",65279761984175104,56.51313979130788,24.33365153697714,,,,,20.969282,1.9762573,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
